2025-08-06 15:36:00,028 INFO    StreamThr :23508 [internal.py:wandb_internal():86] W&B internal server running at pid: 23508, started at: 2025-08-06 15:36:00.026907
2025-08-06 15:36:00,032 DEBUG   HandlerThread:23508 [handler.py:handle_request():146] handle_request: status
2025-08-06 15:36:00,039 INFO    WriterThread:23508 [datastore.py:open_for_write():85] open: /home/dennis-grisham/D501_Project_1_NYC_Airbnb/src/train_random_forest/wandb/run-20250806_153600-khzisktg/run-khzisktg.wandb
2025-08-06 15:36:00,040 DEBUG   SenderThread:23508 [sender.py:send():380] send: header
2025-08-06 15:36:00,045 DEBUG   SenderThread:23508 [sender.py:send():380] send: run
2025-08-06 15:36:05,047 DEBUG   HandlerThread:23508 [handler.py:handle_request():146] handle_request: keepalive
2025-08-06 15:36:06,301 INFO    SenderThread:23508 [dir_watcher.py:__init__():211] watching files in: /home/dennis-grisham/D501_Project_1_NYC_Airbnb/src/train_random_forest/wandb/run-20250806_153600-khzisktg/files
2025-08-06 15:36:06,301 INFO    SenderThread:23508 [sender.py:_start_run_threads():1124] run started: khzisktg with start time 1754512560.026857
2025-08-06 15:36:06,301 DEBUG   HandlerThread:23508 [handler.py:handle_request():146] handle_request: status_report
2025-08-06 15:36:06,308 DEBUG   HandlerThread:23508 [handler.py:handle_request():146] handle_request: check_version
2025-08-06 15:36:06,308 DEBUG   SenderThread:23508 [sender.py:send_request():407] send_request: check_version
2025-08-06 15:36:06,447 DEBUG   HandlerThread:23508 [handler.py:handle_request():146] handle_request: run_start
2025-08-06 15:36:06,458 DEBUG   HandlerThread:23508 [system_info.py:__init__():32] System info init
2025-08-06 15:36:06,458 DEBUG   HandlerThread:23508 [system_info.py:__init__():47] System info init done
2025-08-06 15:36:06,458 INFO    HandlerThread:23508 [system_monitor.py:start():194] Starting system monitor
2025-08-06 15:36:06,458 INFO    SystemMonitor:23508 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-08-06 15:36:06,458 INFO    HandlerThread:23508 [system_monitor.py:probe():214] Collecting system info
2025-08-06 15:36:06,458 INFO    SystemMonitor:23508 [interfaces.py:start():190] Started cpu monitoring
2025-08-06 15:36:06,459 INFO    SystemMonitor:23508 [interfaces.py:start():190] Started disk monitoring
2025-08-06 15:36:06,459 INFO    SystemMonitor:23508 [interfaces.py:start():190] Started gpu monitoring
2025-08-06 15:36:06,460 INFO    SystemMonitor:23508 [interfaces.py:start():190] Started memory monitoring
2025-08-06 15:36:06,461 INFO    SystemMonitor:23508 [interfaces.py:start():190] Started network monitoring
2025-08-06 15:36:06,470 DEBUG   HandlerThread:23508 [system_info.py:probe():196] Probing system
2025-08-06 15:36:06,470 DEBUG   HandlerThread:23508 [system_info.py:_probe_git():181] Probing git
2025-08-06 15:36:06,473 DEBUG   HandlerThread:23508 [system_info.py:_probe_git():189] Probing git done
2025-08-06 15:36:06,473 DEBUG   HandlerThread:23508 [system_info.py:probe():244] Probing system done
