2025-08-06 13:18:33,306 INFO    StreamThr :17923 [internal.py:wandb_internal():86] W&B internal server running at pid: 17923, started at: 2025-08-06 13:18:33.306047
2025-08-06 13:18:33,307 DEBUG   HandlerThread:17923 [handler.py:handle_request():146] handle_request: status
2025-08-06 13:18:33,308 INFO    WriterThread:17923 [datastore.py:open_for_write():85] open: /home/dennis-grisham/D501_Project_1_NYC_Airbnb/src/train_random_forest/wandb/run-20250806_131833-tup9t5sa/run-tup9t5sa.wandb
2025-08-06 13:18:33,308 DEBUG   SenderThread:17923 [sender.py:send():380] send: header
2025-08-06 13:18:33,311 DEBUG   SenderThread:17923 [sender.py:send():380] send: run
2025-08-06 13:18:33,653 INFO    SenderThread:17923 [dir_watcher.py:__init__():211] watching files in: /home/dennis-grisham/D501_Project_1_NYC_Airbnb/src/train_random_forest/wandb/run-20250806_131833-tup9t5sa/files
2025-08-06 13:18:33,653 INFO    SenderThread:17923 [sender.py:_start_run_threads():1124] run started: tup9t5sa with start time 1754504313.306264
2025-08-06 13:18:33,658 DEBUG   HandlerThread:17923 [handler.py:handle_request():146] handle_request: check_version
2025-08-06 13:18:33,658 DEBUG   SenderThread:17923 [sender.py:send_request():407] send_request: check_version
2025-08-06 13:18:33,767 DEBUG   HandlerThread:17923 [handler.py:handle_request():146] handle_request: run_start
2025-08-06 13:18:33,779 DEBUG   HandlerThread:17923 [system_info.py:__init__():32] System info init
2025-08-06 13:18:33,779 DEBUG   HandlerThread:17923 [system_info.py:__init__():47] System info init done
2025-08-06 13:18:33,779 INFO    HandlerThread:17923 [system_monitor.py:start():194] Starting system monitor
2025-08-06 13:18:33,779 INFO    SystemMonitor:17923 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-08-06 13:18:33,779 INFO    HandlerThread:17923 [system_monitor.py:probe():214] Collecting system info
2025-08-06 13:18:33,780 INFO    SystemMonitor:17923 [interfaces.py:start():190] Started cpu monitoring
2025-08-06 13:18:33,780 INFO    SystemMonitor:17923 [interfaces.py:start():190] Started disk monitoring
2025-08-06 13:18:33,781 INFO    SystemMonitor:17923 [interfaces.py:start():190] Started gpu monitoring
2025-08-06 13:18:33,781 INFO    SystemMonitor:17923 [interfaces.py:start():190] Started memory monitoring
2025-08-06 13:18:33,781 INFO    SystemMonitor:17923 [interfaces.py:start():190] Started network monitoring
2025-08-06 13:18:33,791 DEBUG   HandlerThread:17923 [system_info.py:probe():196] Probing system
2025-08-06 13:18:33,791 DEBUG   HandlerThread:17923 [system_info.py:_probe_git():181] Probing git
2025-08-06 13:18:33,794 DEBUG   HandlerThread:17923 [system_info.py:_probe_git():189] Probing git done
2025-08-06 13:18:33,795 DEBUG   HandlerThread:17923 [system_info.py:probe():244] Probing system done
